Age,Fnlwgt,Education_num,Capital-gain,WorkClass_cat,Marital_status_cat,occupation_cat,Relationship_cat,Race_cat,Sex_cat
55,0.13257358634085384,13,0,5.0,0,12.0,1,4,0
43,0.22028904796185872,9,0,4.0,4,4.0,1,4,0
31,0.0892191086782304,11,0,4.0,2,12.0,0,4,1
62,0.060573749337824806,12,0,7.0,6,10.0,1,4,0
42,0.17086564974667554,9,0,2.0,2,1.0,0,4,1
38,0.04450836038630282,9,0,6.0,2,3.0,0,4,1
29,0.0564920335230437,9,0,4.0,4,13.0,1,4,1
26,0.16681721248013476,10,0,4.0,4,8.0,1,4,1
26,0.15762282500916858,9,0,4.0,2,1.0,5,4,0
37,0.0777312179948656,9,0,6.0,2,5.0,0,4,1
79,0.05759022561497398,8,18481,5.0,6,12.0,1,4,1
61,0.08209546189266649,4,0,4.0,4,8.0,1,4,1
28,0.06270765134947909,4,0,6.0,4,8.0,2,4,0
60,0.0631980005704894,13,7298,5.0,2,4.0,0,4,1
51,0.1673775145678543,9,0,5.0,0,11.0,1,4,1
34,0.1158915255158175,9,0,4.0,2,3.0,0,4,1
35,0.10452724086877385,9,0,4.0,0,7.0,3,4,1
27,0.13164722022249087,6,0,2.0,2,3.0,0,4,1
44,0.22704730987082491,9,0,4.0,0,8.0,4,4,0
25,0.06520965485391396,9,0,4.0,5,8.0,4,4,0
32,0.04157305660069817,4,0,4.0,0,8.0,4,4,0
36,0.0793693375531438,10,0,4.0,2,10.0,0,4,1
27,0.11477363795656131,14,0,4.0,4,6.0,4,4,1
40,0.09142975509705112,16,0,4.0,2,10.0,0,4,1
43,0.11646133576017713,10,0,4.0,0,13.0,1,4,1
25,0.10336928322082015,13,0,4.0,4,13.0,1,4,1
41,0.20047472867795874,9,0,4.0,2,14.0,0,4,1
30,0.05541829097675935,13,0,4.0,2,10.0,0,4,1
26,0.18170630662446857,13,0,4.0,4,4.0,1,4,1
52,0.0851475801741351,7,0,4.0,2,7.0,0,3,1
32,0.06063283573980251,13,0,4.0,4,10.0,1,4,0
33,0.08424634275546379,9,0,4.0,2,6.0,0,4,1
35,0.16813205471264994,9,0,4.0,2,3.0,0,4,1
48,0.05870200078781869,9,0,4.0,6,8.0,1,4,0
62,0.10621765528857256,4,0,6.0,2,12.0,0,4,1
40,0.12677632740658237,12,0,6.0,4,10.0,3,2,0
41,0.011430162589478545,10,0,4.0,6,7.0,1,4,0
28,0.10960731313076433,3,0,4.0,4,8.0,1,4,0
23,0.037810543187405767,10,0,4.0,4,8.0,1,4,0
50,0.05887925999375178,13,7298,1.0,2,4.0,0,4,1
51,0.05561524565001834,10,0,7.0,0,1.0,4,4,0
63,0.07481357221444969,10,0,6.0,2,8.0,0,4,1
63,0.09670474457016341,9,0,1.0,6,4.0,1,4,0
40,0.0708676872088127,9,0,4.0,0,12.0,1,4,1
20,0.15376047595115525,7,0,4.0,0,7.0,1,4,0
61,0.08632455413536899,10,99999,4.0,2,7.0,0,4,1
40,0.10645468005052906,9,0,4.0,4,5.0,1,4,1
41,0.15292307901278168,13,0,4.0,2,10.0,5,4,0
41,0.1390112875402399,13,0,4.0,4,6.0,1,2,1
27,0.1386791812118825,13,0,4.0,2,7.0,5,4,0
20,0.07778826693470613,10,0,7.0,4,10.0,3,4,0
28,0.026606538895152194,13,0,4.0,2,1.0,0,4,1
35,0.028978144822808707,9,0,4.0,2,3.0,0,4,1
31,0.1428729574442075,13,0,4.0,2,4.0,0,4,1
34,0.017244400374893033,13,0,4.0,2,12.0,0,4,1
57,0.09985873595849011,14,0,4.0,2,4.0,0,4,1
28,0.07676885671207943,9,0,4.0,4,7.0,1,4,0
38,0.1340133929177816,10,0,4.0,2,13.0,0,4,1
37,0.14443025767104495,11,0,4.0,4,8.0,1,4,1
43,0.28941606335148945,10,0,7.0,0,1.0,1,2,0
26,0.2526391926216705,9,0,6.0,2,4.0,0,4,1
26,0.1253175045163744,10,0,4.0,2,14.0,0,2,1
27,0.1560777495551541,11,0,4.0,2,14.0,0,4,1
33,0.116828758098912,13,0,4.0,2,10.0,0,4,1
45,0.10164830686896402,13,0,4.0,4,10.0,1,4,0
65,0.1672593417638989,13,0,4.0,2,8.0,0,4,1
57,0.05636639002458538,10,99999,6.0,2,12.0,0,4,1
59,0.13616902785889895,9,0,4.0,0,8.0,1,4,0
18,0.130885888537238,10,0,4.0,4,8.0,3,4,1
44,0.25506241425680176,8,0,2.0,2,6.0,0,4,1
37,0.04862403390336996,10,0,4.0,4,3.0,1,4,1
27,0.10110566278643322,9,0,4.0,2,8.0,0,4,1
43,0.1721064641882072,13,0,2.0,2,10.0,5,4,0
59,0.09113703970334551,15,0,5.0,2,10.0,0,4,1
19,0.05771179418915799,9,0,4.0,4,5.0,1,4,1
36,0.2890513576289374,9,0,7.0,4,4.0,4,2,1
68,0.0824839380068187,10,20051,6.0,2,12.0,0,4,1
63,0.10710123470205513,7,2176,4.0,6,12.0,1,4,0
37,0.07768843128998519,10,0,4.0,2,4.0,0,4,1
46,0.111020632699909,14,0,2.0,0,10.0,1,4,0
31,0.07435582238763397,12,0,4.0,0,1.0,4,4,0
23,0.11393963678841636,9,0,4.0,4,8.0,3,4,1
22,0.07618003015443964,10,0,4.0,4,12.0,1,4,1
49,0.12077396395050324,9,0,4.0,2,12.0,0,4,1
36,0.14282541666100707,9,0,4.0,0,1.0,4,2,0
38,0.006764374295377677,10,0,4.0,0,4.0,1,4,1
46,0.06918881840779126,14,0,2.0,2,4.0,0,4,1
24,0.1471557028565219,12,0,4.0,4,1.0,3,4,0
26,0.08169340269759987,13,0,4.0,4,1.0,3,2,0
47,0.061623042338463205,4,0,4.0,2,7.0,5,3,0
40,0.1192030806427514,10,0,4.0,2,6.0,0,4,1
31,0.026055065810027027,14,0,2.0,4,10.0,1,4,0
42,0.08517474633596392,3,0,4.0,3,5.0,1,4,1
48,0.012421727496230694,11,0,5.0,2,3.0,0,4,1
56,0.12899512367395172,10,0,4.0,5,13.0,4,2,0
50,0.025735184254492602,9,0,4.0,2,13.0,0,4,1
17,0.13277869086266147,6,0,4.0,4,6.0,3,4,1
21,0.35888333491802615,9,0,4.0,4,8.0,2,2,1
50,0.21018798983985548,9,0,4.0,0,1.0,1,4,0
49,0.12888170494831638,9,0,4.0,0,12.0,1,4,0
34,0.08925034976433355,9,0,4.0,2,12.0,5,4,0
32,0.06980413197321417,9,0,6.0,2,12.0,0,4,1
28,0.14361798943236306,10,0,4.0,2,1.0,0,4,1
62,0.2321280612868611,13,0,5.0,2,4.0,0,4,1
23,0.013886662772850137,13,0,4.0,4,10.0,1,4,1
24,0.2571154969370153,14,0,7.0,4,10.0,1,2,0
31,0.060724521535974796,11,0,4.0,2,10.0,5,4,0
36,0.18163024137134787,9,0,4.0,2,14.0,0,4,1
58,0.14337960636231512,12,0,4.0,2,9.0,2,4,0
46,0.13180478396109807,3,0,4.0,2,7.0,5,4,0
39,0.04355550726015675,14,0,4.0,2,10.0,0,4,1
48,0.11708412002010296,9,0,4.0,4,7.0,3,4,0
21,0.04474606430230505,9,0,4.0,4,3.0,1,4,1
39,0.128445008896918,9,0,4.0,2,6.0,0,4,1
21,0.12002553619211909,10,0,4.0,4,12.0,3,4,0
33,0.07309599163282215,11,0,4.0,2,10.0,0,4,1
37,0.3646303364529143,9,0,4.0,2,3.0,0,4,1
29,0.13747504108881978,9,0,2.0,4,8.0,4,4,0
30,0.014619469988182721,13,0,4.0,2,7.0,5,3,0
43,0.15072805313701254,9,0,4.0,0,7.0,3,4,0
22,0.1531050922970348,9,0,4.0,4,3.0,3,4,1
25,0.11793985411771099,14,0,4.0,4,10.0,3,4,0
69,0.18656225805137122,10,0,2.0,2,8.0,0,4,1
17,0.08675649610844732,7,0,4.0,4,8.0,3,4,0
18,0.06993452954999253,7,0,4.0,4,7.0,3,4,1
54,0.09720256448567664,9,0,4.0,6,6.0,4,4,0
65,0.07177164124366689,9,0,4.0,2,7.0,0,4,1
28,0.09946346830388068,8,0,4.0,2,7.0,2,3,1
27,0.12712812920226566,11,0,2.0,4,13.0,3,4,0
35,0.18704989065619865,12,0,4.0,0,3.0,4,4,1
38,0.08518085872237541,11,0,4.0,2,13.0,5,4,0
33,0.06508401135545565,9,0,7.0,2,13.0,0,4,1
26,0.24083821192322843,9,0,4.0,4,3.0,3,4,1
56,0.11889949878431427,10,0,5.0,2,12.0,5,4,0
38,0.014139987231903942,13,0,4.0,2,10.0,0,0,1
51,0.1741038562366716,10,0,6.0,2,10.0,5,4,0
26,0.23545591611089228,10,0,4.0,4,9.0,1,4,0
33,0.12696241561510982,13,0,4.0,2,4.0,0,4,1
44,0.16025590524442754,4,0,4.0,2,6.0,0,4,1
36,0.3043642438978009,5,0,4.0,0,12.0,1,4,0
42,0.1188580703875253,10,0,4.0,0,3.0,4,4,1
44,0.07039227937680825,12,0,4.0,2,10.0,0,4,1
44,0.11510099020659867,13,15024,4.0,2,14.0,0,4,1
21,0.010027030331019681,10,0,4.0,4,12.0,3,4,0
41,0.5394296464324039,10,0,4.0,2,12.0,0,4,1
41,0.09404246071093846,16,15024,4.0,2,4.0,0,4,1
62,0.03910704826068649,11,7298,4.0,2,10.0,0,4,1
27,0.1008550549435623,7,0,4.0,5,3.0,1,4,1
38,0.14076214667010772,13,0,4.0,2,10.0,0,4,1
60,0.008548511973485827,10,0,4.0,5,14.0,1,0,0
24,0.06661550372855571,8,0,4.0,4,7.0,4,4,1
24,0.24734043275695797,9,0,4.0,2,7.0,0,4,1
22,0.19852827318292335,9,0,4.0,4,6.0,3,4,1
32,0.08925034976433355,10,0,4.0,4,7.0,4,4,0
22,0.15391803968976245,2,0,4.0,4,7.0,1,4,1
51,0.12790711889270726,13,0,4.0,2,10.0,0,4,1
31,0.11597098653916682,14,0,4.0,2,4.0,0,4,1
42,0.13411051194631968,15,0,2.0,2,4.0,0,4,1
48,0.11095203814129122,12,14084,4.0,0,7.0,1,4,0
49,0.1252509474198938,9,7298,4.0,2,7.0,0,4,1
37,0.05870607571209302,13,0,2.0,4,13.0,3,4,0
37,0.11400619388489698,15,0,6.0,2,10.0,0,4,1
66,0.09436302142051861,13,0,4.0,2,8.0,0,4,1
18,0.07237201342008394,9,0,4.0,4,7.0,3,4,0
46,0.18354341831814291,11,0,4.0,5,7.0,1,2,0
52,0.05246397087787452,9,0,4.0,2,3.0,0,4,1
23,0.189297890547534,9,0,4.0,4,3.0,1,4,1
67,0.10452316594449954,9,0,4.0,6,4.0,4,4,1
19,0.1197919072003912,10,0,4.0,4,12.0,3,4,0
37,0.11318985072194075,13,0,4.0,4,10.0,1,4,0
42,0.11983876882954592,9,0,5.0,2,4.0,0,4,1
39,0.10086999633256816,10,0,6.0,2,8.0,0,2,1
54,0.05522880699800328,9,0,4.0,2,12.0,0,4,1
46,0.20785237907662216,9,0,4.0,2,7.0,0,4,1
47,0.06630988440798143,9,0,4.0,5,7.0,4,2,0
33,0.051153882723679385,9,0,4.0,4,8.0,4,2,0
69,0.052425259097268445,10,0,6.0,6,5.0,1,4,0
21,0.024460412110674942,10,0,4.0,4,6.0,3,4,1
27,0.14157848983306395,9,0,4.0,4,6.0,2,2,1
39,0.25453539071732256,9,0,4.0,2,4.0,0,4,1
23,0.16194971543445486,10,0,4.0,0,1.0,1,2,1
26,0.04480582985832847,11,0,4.0,0,10.0,4,4,0
42,0.012973200581355865,16,0,4.0,3,10.0,4,0,0
36,0.1880611510302767,9,0,4.0,0,3.0,4,4,1
24,0.40223034188614665,9,0,4.0,4,14.0,4,4,1
35,0.21473560533000097,5,0,4.0,2,8.0,0,4,1
42,0.2654826747802937,9,0,4.0,0,6.0,4,2,0
37,0.14076214667010772,11,4386,4.0,2,3.0,0,4,1
41,0.14143111340514256,16,0,4.0,2,10.0,0,4,1
27,0.13064410969696147,11,0,4.0,4,7.0,4,2,0
42,0.1287832276116869,15,99999,6.0,2,10.0,0,4,1
44,0.06630377202156994,13,0,4.0,2,7.0,5,4,0
18,0.2400116814495864,9,0,4.0,4,1.0,3,4,0
41,0.11096630037625134,13,0,4.0,2,13.0,0,4,1
31,0.1298562910039255,9,0,4.0,2,6.0,0,4,1
26,0.06392265793727334,10,0,4.0,2,3.0,0,4,1
67,0.10898452887083848,2,2062,4.0,6,7.0,1,4,0
37,0.07666426698903846,10,0,4.0,2,4.0,0,4,1
51,0.16099618315426306,9,0,4.0,2,3.0,0,4,1
26,0.05593988128387281,10,0,4.0,4,3.0,3,0,1
40,0.12435921815786258,12,7688,4.0,2,10.0,0,4,1
25,0.080151723013814,9,0,4.0,4,6.0,4,4,1
38,0.0369466592412491,11,0,4.0,2,7.0,0,4,1
43,0.21988087638038062,9,0,4.0,5,14.0,1,4,1
23,0.12313130764319963,10,0,4.0,5,5.0,2,4,0
44,0.2126947474226104,13,0,4.0,2,4.0,0,4,1
60,0.20481044810583937,14,0,2.0,0,10.0,1,4,0
38,0.012376903329213132,14,0,2.0,4,10.0,1,4,0
21,0.013823501446598116,10,0,2.0,4,10.0,1,4,1
18,0.15122587305252577,10,0,4.0,4,1.0,3,4,0
49,0.07358226592955815,13,27828,4.0,0,4.0,1,2,0
43,0.22961790793387757,3,0,4.0,0,9.0,4,4,0
26,0.11184444655736815,7,0,4.0,4,7.0,1,4,0
36,0.016393420355605058,9,0,4.0,2,14.0,0,4,1
31,0.07546216432811291,9,5178,4.0,2,14.0,5,4,0
38,0.08049877073117724,9,0,4.0,0,7.0,2,4,0
43,0.015587264503334647,10,0,6.0,2,5.0,0,4,1
58,0.014306379973105502,9,0,4.0,0,8.0,4,4,0
55,0.11212493717825077,9,0,4.0,0,1.0,1,4,0
39,0.13844147729588024,12,0,4.0,0,4.0,4,2,0
38,0.21924382988549462,13,0,4.0,0,10.0,1,4,0
54,0.12731150079461023,9,0,6.0,6,3.0,1,4,1
57,0.10431534480650902,15,0,5.0,2,10.0,0,4,1
35,0.25501691093573847,12,0,2.0,2,11.0,0,4,1
44,0.09349098762581329,15,0,6.0,2,10.0,0,1,1
36,0.11990396761793509,9,0,4.0,2,3.0,0,4,1
58,0.18906018663153176,9,0,4.0,2,3.0,0,4,1
39,0.09733499952459217,10,0,4.0,4,8.0,3,2,0
25,0.06964928485078986,15,0,4.0,4,10.0,1,4,0
54,0.10613004441667459,13,0,2.0,2,4.0,0,4,1
23,0.061652925116474924,13,0,4.0,4,13.0,1,4,0
37,0.07575827549204711,10,0,4.0,4,12.0,1,4,1
60,0.029431819725350104,12,0,1.0,2,8.0,0,2,1
66,0.12058312166365576,4,0,2.0,6,8.0,1,4,0
36,0.13966191711604026,12,0,4.0,2,7.0,0,2,1
29,0.22370451365778787,9,0,6.0,3,14.0,2,1,1
29,0.10236073946292498,13,2202,4.0,4,1.0,3,1,0
25,0.12365153964222164,13,0,4.0,0,10.0,1,4,0
62,0.02892720826937966,9,0,4.0,6,7.0,1,4,0
23,0.25873256271987616,10,0,4.0,4,1.0,3,4,1
38,0.18135450482878526,9,0,4.0,4,8.0,3,2,1
33,0.25843645155594197,10,0,4.0,2,6.0,0,4,1
49,0.01542562584045313,10,0,5.0,2,5.0,0,4,1
57,0.02630431534480651,9,0,5.0,2,4.0,0,4,1
57,0.08179188003422937,13,0,2.0,2,4.0,0,4,1
46,0.11803221906792899,10,0,4.0,4,7.0,1,4,0
37,0.12485432145719291,14,0,5.0,2,4.0,0,4,1
43,0.19873473601282243,13,0,5.0,2,12.0,0,4,1
26,0.019855747680688936,9,0,4.0,4,8.0,1,4,0
40,0.22721913584439224,11,0,4.0,5,10.0,2,4,0
39,0.06448431833308431,9,0,6.0,4,3.0,2,0,1
39,0.09361459366213445,12,0,4.0,0,8.0,4,2,0
31,0.26368155825104256,10,0,4.0,2,1.0,0,4,1
31,0.2698530310645061,13,0,4.0,2,7.0,0,3,1
27,0.08432580377881312,13,0,4.0,4,1.0,1,2,0
36,0.1294909061273278,13,0,6.0,2,4.0,0,4,1
40,0.1254580894038386,13,8614,2.0,0,13.0,1,4,0
57,0.15308539682970893,9,0,4.0,2,8.0,0,4,1
24,0.107300905991497,9,0,4.0,4,8.0,1,4,0
30,0.10085369663547086,10,0,4.0,4,12.0,1,4,1
28,0.01461064098558835,8,0,4.0,4,14.0,1,4,1
22,0.12601907064560383,13,0,4.0,4,4.0,1,4,1
31,0.14325192540171963,4,0,4.0,4,6.0,3,4,1
33,0.07706836364624224,9,0,4.0,2,12.0,0,4,1
20,0.18451528775756917,10,0,4.0,4,6.0,2,4,1
25,0.2457709077572975,8,0,4.0,2,5.0,0,3,1
49,0.07218185028728216,10,0,7.0,2,5.0,0,4,1
21,0.09193708316920444,9,0,4.0,4,8.0,3,4,0
45,0.0478885100718545,13,0,4.0,2,4.0,0,4,1
36,0.0884856223088521,9,0,2.0,2,4.0,0,4,1
41,0.15137121201831,3,0,4.0,3,9.0,1,4,0
23,0.027818149712717836,13,0,4.0,4,12.0,1,4,1
47,0.010696676220100244,13,0,4.0,2,4.0,0,4,1
41,0.15946333247307154,9,0,4.0,0,4.0,1,4,1
30,0.07546216432811291,9,0,4.0,4,6.0,4,4,0
29,0.08220616400211896,10,0,2.0,4,5.0,1,4,1
31,0.06111367680417272,4,0,4.0,0,7.0,4,4,0
64,0.02277339346110485,5,0,4.0,2,7.0,0,4,1
55,0.1553245677184499,5,0,4.0,2,7.0,2,1,1
19,0.2540667744257753,9,0,4.0,4,8.0,1,4,1
31,0.2298026378343136,8,0,7.0,2,13.0,5,4,0
18,0.04336873989758357,7,0,7.0,4,8.0,3,4,1
68,0.041759823963271346,9,0,4.0,6,12.0,1,4,0
50,0.18284117303486777,10,0,4.0,2,7.0,0,4,1
36,0.19089186509284037,10,0,2.0,4,4.0,4,2,0
44,0.09142839678895967,15,0,4.0,2,10.0,0,4,1
58,0.21677850069952867,9,0,6.0,2,1.0,5,4,0
20,0.1368047160456935,9,0,4.0,4,12.0,3,2,0
18,0.06079107863245542,6,0,4.0,4,6.0,3,4,1
32,0.14668369079474608,9,0,4.0,4,6.0,3,4,0
49,0.08008652422542481,9,0,6.0,0,8.0,1,4,0
34,0.2118750084894256,9,0,4.0,2,7.0,0,4,1
22,0.14312084867089553,9,0,4.0,4,1.0,1,4,0
40,0.12046902378397467,9,0,4.0,2,8.0,0,4,1
35,0.08611741215142418,9,0,4.0,2,6.0,0,4,1
26,0.23569497833498596,10,0,4.0,2,12.0,0,4,1
44,0.04263729099034243,8,0,6.0,2,4.0,0,1,1
55,0.08663153176403472,9,0,4.0,0,4.0,1,4,0
21,0.014958367856997326,11,0,4.0,2,3.0,0,4,1
54,0.22665340052430694,10,0,4.0,2,3.0,5,4,0
39,0.10254750682549817,10,2202,2.0,4,1.0,1,4,0
52,0.013022778826693471,9,0,4.0,0,8.0,1,4,1
57,0.014561062740250744,13,0,5.0,2,3.0,0,4,1
67,0.03481819046196058,4,0,4.0,6,7.0,1,4,0
58,0.1958259192350009,9,0,7.0,0,1.0,4,4,0
27,0.11191575773216882,10,0,2.0,4,10.0,2,4,1
66,0.01701009222911941,9,0,4.0,2,7.0,0,4,1
41,0.1055677048668179,10,0,4.0,0,7.0,1,4,1
18,0.08074802026595673,7,0,4.0,4,10.0,3,4,0
58,0.1790073484467747,9,8614,4.0,6,3.0,4,4,1
50,0.1785468820037761,3,0,4.0,0,8.0,1,4,1
31,0.26263090694231267,10,0,4.0,4,4.0,1,4,1
32,0.1428729574442075,6,0,4.0,0,7.0,1,4,1
37,0.06713030249521197,10,0,6.0,2,3.0,0,4,1
26,0.08524062427839883,13,0,6.0,2,4.0,0,4,1
33,0.1561137447195773,11,0,2.0,2,13.0,0,4,1
35,0.1532090028660301,9,0,7.0,4,8.0,4,2,0
44,0.24141481370804527,13,0,4.0,4,10.0,1,4,0
26,0.13196981839420818,13,0,4.0,4,3.0,3,4,1
48,0.15943684546528844,9,0,1.0,0,1.0,1,4,1
40,0.11913516523817932,13,0,4.0,4,13.0,1,4,1
62,0.0199895410276959,6,0,4.0,2,12.0,0,4,1
37,0.09477594708031677,15,0,4.0,2,12.0,0,4,1
18,0.07243381643824452,7,0,4.0,4,12.0,3,4,1
48,0.14437796280952447,9,0,4.0,0,7.0,2,3,0
45,0.11277760421618832,14,0,4.0,2,10.0,0,4,1
35,0.033317939174963666,10,0,4.0,2,12.0,0,4,1
35,0.01677782154548295,9,0,4.0,0,3.0,4,4,1
34,0.1453464364787221,9,0,6.0,2,10.0,0,4,1
29,0.11840303717689246,9,0,4.0,2,8.0,5,4,0
19,0.1088663560668831,10,0,4.0,4,12.0,3,4,1
53,0.14609078931283195,10,0,7.0,2,11.0,0,4,1
49,0.11904076282582415,10,0,4.0,0,8.0,1,4,1
71,0.08503959468086551,9,0,4.0,6,12.0,2,4,0
38,0.15424403363170835,4,0,4.0,2,3.0,0,4,1
39,0.21385134676247267,14,0,2.0,2,4.0,0,4,1
23,0.08728012387769794,13,0,4.0,4,1.0,1,4,0
29,0.11896401841865772,13,0,5.0,2,12.0,0,4,1
52,0.12380638676464595,3,0,4.0,0,5.0,4,4,1
41,0.24476508061558525,10,0,4.0,2,1.0,5,4,0
20,0.15155797938088317,10,0,4.0,4,8.0,1,4,1
30,0.0786324554135369,10,0,4.0,2,13.0,0,4,1
56,0.053829749663818746,6,0,4.0,0,1.0,4,2,0
26,0.09665652463291724,9,0,4.0,0,12.0,4,4,0
36,0.12215604243354478,9,0,1.0,0,1.0,4,4,0
26,0.13870838483584846,13,0,2.0,4,10.0,3,2,0
58,0.09763178984257209,12,0,4.0,2,7.0,0,2,1
24,0.13214707760014127,13,0,4.0,4,1.0,3,4,1
41,0.05796376034012035,10,0,4.0,0,12.0,1,1,0
27,0.12037665883375667,10,0,4.0,4,12.0,3,4,1
28,0.25095013650996323,10,0,7.0,5,4.0,3,4,1
57,0.24212656714796052,9,0,5.0,2,4.0,0,4,1
21,0.01962619361323535,10,0,7.0,4,10.0,3,4,0
50,0.1214171228318007,9,0,4.0,2,6.0,0,4,1
27,0.08195895192947665,9,0,4.0,2,6.0,0,2,1
58,0.0959413754227734,13,0,4.0,4,10.0,1,4,0
27,0.0368019994295106,13,0,6.0,2,4.0,0,4,1
36,0.15487293027804566,9,0,4.0,5,12.0,4,2,0
68,0.15607639124706266,13,20051,2.0,2,4.0,0,4,1
33,0.07859917686529659,9,0,5.0,6,12.0,4,4,0
19,0.011709294902269731,10,0,4.0,4,8.0,3,4,0
26,0.22457450999035602,9,0,4.0,5,1.0,4,2,0
37,0.13799798970402466,9,0,4.0,4,6.0,4,2,0
53,0.14916531967780933,9,0,4.0,2,7.0,0,4,1
32,0.027337308648347616,10,0,4.0,4,13.0,1,2,1
18,0.01061857350484237,7,0,4.0,4,4.0,3,4,0
53,0.09560247755395879,9,0,4.0,2,3.0,0,4,1
40,0.1270140313225846,13,0,6.0,2,10.0,0,4,1
50,0.15015009304410426,10,0,4.0,0,10.0,4,4,0
43,0.22650059086401977,13,15024,4.0,2,10.0,5,4,0
60,0.15391532307357955,13,0,4.0,2,12.0,0,4,1
28,0.12450387796960108,9,0,6.0,2,12.0,5,4,0
34,0.15816682739979082,9,0,4.0,0,12.0,1,4,1
37,0.08567935779193436,9,0,4.0,0,14.0,1,4,1
25,0.03747707855095693,9,0,4.0,2,13.0,0,4,1
46,0.0613167438638432,14,15024,4.0,2,4.0,0,4,1
21,0.13654799581641108,7,0,4.0,3,6.0,3,4,1
26,0.016922481357221443,13,0,4.0,4,10.0,1,4,0
47,0.08688689368522569,9,0,4.0,4,1.0,2,4,0
18,0.1946285706523954,8,0,4.0,4,6.0,3,4,1
22,0.026539302644625853,13,0,4.0,4,12.0,1,4,0
36,0.1274514065280287,10,0,4.0,0,7.0,3,4,0
59,0.013764415044620422,9,0,6.0,2,14.0,0,4,1
33,0.11651566808383478,9,0,4.0,2,8.0,5,4,0
33,0.1146452778419201,6,0,4.0,0,3.0,1,4,1
53,0.08377908477200799,13,0,5.0,2,1.0,5,1,0
44,0.057024490294888694,10,3411,7.0,2,4.0,0,4,1
55,0.11473288871381807,9,0,4.0,2,4.0,0,4,1
56,0.08200105948031132,9,0,4.0,2,14.0,0,4,1
54,0.07645916246723082,10,0,6.0,0,12.0,1,4,0
51,0.022625337879137744,9,0,4.0,0,10.0,1,4,1
31,0.12361146955352414,10,2463,4.0,4,1.0,1,4,0
43,0.06105255294005786,14,0,4.0,2,4.0,0,4,1
44,0.07392252210646419,9,0,4.0,0,8.0,4,4,0
22,0.08590144116488502,10,0,4.0,4,4.0,3,4,1
43,0.05888537238016327,9,0,7.0,2,8.0,0,0,1
26,0.07745208568207441,12,0,7.0,4,1.0,4,2,0
30,0.06864821178739762,13,0,4.0,4,12.0,3,4,1
30,0.21319596310835223,5,2580,4.0,2,3.0,0,4,1
46,0.24755436628135993,9,0,4.0,4,8.0,1,4,1
27,0.08474348351693131,13,0,4.0,2,12.0,0,4,1
26,0.18123904864101276,9,0,4.0,2,3.0,0,4,1
36,0.11309952323385991,13,8614,4.0,4,4.0,1,4,1
25,0.15829994159275207,9,0,6.0,5,3.0,3,4,1
30,0.025337879137746024,15,0,1.0,4,10.0,1,2,0
46,0.1537353472514636,9,7298,7.0,2,8.0,0,2,1
47,0.1045190910202252,10,0,4.0,2,1.0,5,2,0
66,0.16079515355672974,13,5556,5.0,2,12.0,0,4,1
43,0.09787832276116869,6,0,4.0,2,6.0,0,4,1
71,0.07894758289075128,9,0,4.0,6,7.0,1,4,0
36,0.11861357493106586,13,0,1.0,2,1.0,0,4,1
46,0.09250349764333546,9,0,4.0,3,7.0,1,1,1
44,0.25501215685741846,10,0,2.0,6,1.0,4,4,0
42,0.07010635552355986,16,0,4.0,2,10.0,0,4,1
39,0.128445008896918,13,0,4.0,2,14.0,0,4,1
36,0.1414677877236115,12,0,4.0,2,4.0,0,4,1
60,0.18322285760856277,13,0,6.0,2,4.0,0,4,1
37,0.18247578815827006,10,0,4.0,2,7.0,0,4,1
26,0.18968840412382337,13,0,4.0,4,14.0,3,4,1
24,0.08825063500903275,13,0,4.0,4,1.0,1,4,0
17,0.06230559215441246,7,0,4.0,4,7.0,3,4,1
45,0.09234389644259111,14,0,2.0,0,10.0,1,4,0
54,0.10749446489452738,10,0,4.0,2,4.0,0,4,1
22,0.1427615761807093,10,0,4.0,4,12.0,3,4,0
63,0.0308261229812146,14,0,2.0,2,10.0,0,4,1
22,0.15032327732576303,9,0,4.0,2,3.0,0,4,1
27,0.02067956153814808,10,0,4.0,4,8.0,1,4,1
33,0.14997215468412545,5,0,4.0,2,3.0,0,4,1
64,0.08885032803140408,13,0,4.0,6,10.0,1,4,0
50,0.12466483747843687,12,0,4.0,2,4.0,0,4,1
44,0.07036782983116231,11,0,6.0,6,10.0,4,4,0
31,0.19801822849458714,9,0,4.0,2,14.0,0,4,1
44,0.10879368658399098,9,0,4.0,0,1.0,1,1,0
53,0.012036647152307086,6,0,6.0,2,5.0,0,4,1
33,0.09211773814536614,9,0,2.0,6,8.0,4,4,0
34,0.10895736270900966,8,0,1.0,2,2.0,0,4,1
27,0.0969641814156287,9,0,4.0,4,14.0,1,4,1
43,0.09527444614987572,11,0,4.0,6,7.0,1,4,0
80,0.08179935072873229,9,0,6.0,4,4.0,1,4,1
31,0.12418399641406663,12,0,4.0,0,8.0,1,4,0
40,0.24791635538772908,9,0,4.0,2,3.0,0,2,1
53,0.1912878119014955,13,0,2.0,2,10.0,0,4,1
58,0.11534616481710382,9,0,4.0,2,7.0,0,4,1
38,0.013748115347523125,10,0,4.0,2,4.0,0,4,1
33,0.08687806468263132,15,0,4.0,2,10.0,0,4,1
48,0.24852691487483194,13,0,2.0,2,4.0,0,4,1
23,0.13536626777685715,10,0,4.0,2,4.0,5,2,0
31,0.07275505630187039,9,0,6.0,4,3.0,3,4,1
